action_type,combined_shot_type,lat,loc_x,loc_y,lon,minutes_remaining,period,playoffs,season,seconds_remaining,shot_distance,shot_type,shot_zone_area,shot_zone_basic,shot_zone_range,opponent,label
Dunk Shot,Dunk,34.0443,0,0,-118.2698,5,4,0,Jan-00,32,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,DEN,
Jump Shot,Jump Shot,33.8503,98,194,-118.1718,11,1,0,Jan-00,42,21,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,SAC,1
Jump Shot,Jump Shot,33.8603,-117,184,-118.3868,11,1,0,Jan-00,7,21,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,SAC,0
Jump Shot,Jump Shot,34.0463,-168,-2,-118.4378,8,1,0,Jan-00,53,16,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,SAC,0
Jump Shot,Jump Shot,34.0083,70,36,-118.1998,8,1,0,Jan-00,16,7,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,SAC,0
Driving Layup Shot,Layup,34.0443,0,0,-118.2698,7,1,0,Jan-00,43,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,SAC,0
Jump Shot,Jump Shot,34.0023,-37,42,-118.3068,2,1,0,Jan-00,47,5,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,SAC,1
Jump Shot,Jump Shot,33.8503,70,194,-118.1998,1,1,0,Jan-00,36,20,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,SAC,
Jump Shot,Jump Shot,33.9283,163,116,-118.1068,1,1,0,Jan-00,5,20,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,SAC,0
Jump Shot,Jump Shot,33.8653,113,179,-118.1568,8,2,0,Jan-00,13,21,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,SAC,1
Jump Shot,Jump Shot,34.0463,169,-2,-118.1008,6,2,0,Jan-00,27,16,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,SAC,1
Jump Shot,Jump Shot,33.8883,91,156,-118.1788,0,2,0,Jan-00,52,18,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,SAC,0
Jump Shot,Jump Shot,33.9513,134,93,-118.1358,0,2,0,Jan-00,19,16,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,SAC,0
Jump Shot,Jump Shot,33.5673,47,477,-118.2228,0,2,0,Jan-00,0,47,3PT Field Goal,Back Court(BC),Backcourt,Back Court Shot,SAC,0
Jump Shot,Jump Shot,33.9073,11,137,-118.2588,8,3,0,Jan-00,52,13,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,SAC,0
Jump Shot,Jump Shot,34.0313,199,13,-118.0708,2,3,0,Jan-00,55,19,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,SAC,0
Jump Shot,Jump Shot,33.8083,77,236,-118.1928,0,3,0,Jan-00,1,24,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,SAC,0
Alley Oop Dunk Shot,Dunk,34.0443,0,0,-118.2698,11,4,0,Jan-00,44,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,SAC,
Jump Shot,Jump Shot,33.7973,11,247,-118.2588,9,4,0,Jan-00,18,24,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,SAC,0
Jump Shot,Jump Shot,33.8143,-103,230,-118.3728,5,4,0,Jan-00,43,25,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,SAC,0
Jump Shot,Jump Shot,33.7973,-31,247,-118.3008,0,4,0,Jan-00,2,24,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,SAC,1
Jump Shot,Jump Shot,33.9453,-10,99,-118.2798,2,5,0,Jan-00,5,9,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,SAC,1
Jump Shot,Jump Shot,33.9443,13,100,-118.2568,2,5,0,Jan-00,7,10,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,SAC,0
Jump Shot,Jump Shot,33.8443,-73,200,-118.3428,0,5,0,Jan-00,24,21,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,SAC,1
Jump Shot,Jump Shot,33.8603,-77,184,-118.3468,10,1,0,Jan-00,5,19,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,DEN,1
Jump Shot,Jump Shot,33.8673,188,177,-118.0818,9,1,0,Jan-00,7,25,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,DEN,0
Driving Layup Shot,Layup,34.0443,0,0,-118.2698,8,1,0,Jan-00,15,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,DEN,0
Jump Shot,Jump Shot,34.0503,174,-6,-118.0958,6,1,0,Jan-00,24,17,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,DEN,
Driving Layup Shot,Layup,34.0443,0,0,-118.2698,6,1,0,Jan-00,2,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,DEN,
Jump Shot,Jump Shot,33.9073,-128,137,-118.3978,4,1,0,Jan-00,22,18,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,DEN,0
Alley Oop Dunk Shot,Dunk,34.0443,0,0,-118.2698,4,1,0,Jan-00,9,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,DEN,1
Jump Shot,Jump Shot,34.0403,153,4,-118.1168,0,1,0,Jan-00,18,15,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,DEN,
Jump Shot,Jump Shot,33.9513,1,93,-118.2688,11,2,0,Jan-00,19,9,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,DEN,0
Jump Shot,Jump Shot,33.8843,115,160,-118.1548,6,2,0,Jan-00,51,19,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,DEN,1
Jump Shot,Jump Shot,33.8443,159,200,-118.1108,6,2,0,Jan-00,11,25,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,DEN,1
Jump Shot,Jump Shot,34.0443,167,0,-118.1028,0,2,0,Jan-00,21,16,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,DEN,0
Jump Shot,Jump Shot,33.7993,-162,245,-118.4318,11,3,0,Jan-00,17,29,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,DEN,0
Jump Shot,Jump Shot,33.9783,-162,66,-118.4318,10,3,0,Jan-00,5,17,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,DEN,
Jump Shot,Jump Shot,34.0503,167,-6,-118.1028,8,3,0,Jan-00,35,16,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,DEN,0
Jump Shot,Jump Shot,33.8943,-4,150,-118.2738,6,3,0,Jan-00,24,15,2PT Field Goal,Center(C),Mid-Range,8-16 ft.,DEN,1
Jump Shot,Jump Shot,34.0353,-185,9,-118.4548,5,3,0,Jan-00,1,18,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,DEN,1
Jump Shot,Jump Shot,34.0253,237,19,-118.0328,3,3,0,Jan-00,21,23,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,DEN,1
Jump Shot,Jump Shot,34.0253,-229,19,-118.4988,0,3,0,Jan-00,47,22,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,DEN,1
Driving Layup Shot,Layup,34.0443,0,0,-118.2698,11,4,0,Jan-00,10,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,DEN,0
Reverse Dunk Shot,Dunk,34.0443,0,0,-118.2698,7,4,0,Jan-00,10,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,DEN,1
Jump Shot,Jump Shot,33.8883,-214,156,-118.4838,5,4,0,Jan-00,19,26,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,DEN,
Jump Shot,Jump Shot,33.9073,-149,137,-118.4188,3,4,0,Jan-00,38,20,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,DEN,
Jump Shot,Jump Shot,33.9623,37,82,-118.2328,1,4,0,Jan-00,18,8,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,DEN,1
Jump Shot,Jump Shot,33.9573,-42,87,-118.3118,0,4,0,Jan-00,46,9,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,DEN,0
Jump Shot,Jump Shot,33.7973,28,247,-118.2418,9,1,0,Jan-00,3,24,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,CHI,0
Jump Shot,Jump Shot,33.9473,7,97,-118.2628,6,1,0,Jan-00,10,9,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,CHI,0
Slam Dunk Shot,Dunk,34.0443,0,0,-118.2698,3,1,0,Jan-00,10,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,CHI,1
Layup Shot,Layup,34.0443,0,0,-118.2698,0,1,0,Jan-00,13,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,CHI,0
Slam Dunk Shot,Dunk,34.0443,0,0,-118.2698,7,2,0,Jan-00,24,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,CHI,1
Jump Shot,Jump Shot,33.9093,115,135,-118.1548,6,2,0,Jan-00,3,17,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,CHI,0
Jump Shot,Jump Shot,33.8603,142,184,-118.1278,0,2,0,Jan-00,44,23,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,CHI,0
Slam Dunk Shot,Dunk,34.0443,0,0,-118.2698,11,3,0,Jan-00,24,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,CHI,1
Layup Shot,Layup,34.0443,0,0,-118.2698,10,3,0,Jan-00,19,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,CHI,1
Jump Shot,Jump Shot,33.8813,79,163,-118.1908,9,3,0,Jan-00,45,18,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,CHI,0
Jump Shot,Jump Shot,33.9033,142,141,-118.1278,7,3,0,Jan-00,22,20,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,CHI,1
Jump Shot,Jump Shot,33.9193,30,125,-118.2398,6,3,0,Jan-00,43,12,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,CHI,0
Running Jump Shot,Jump Shot,33.9473,-60,97,-118.3298,4,3,0,Jan-00,55,11,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.,CHI,1
Driving Layup Shot,Layup,34.0443,0,0,-118.2698,1,3,0,Jan-00,34,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,CHI,0
Driving Dunk Shot,Dunk,34.0443,0,0,-118.2698,0,3,0,Jan-00,4,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,CHI,
Jump Shot,Jump Shot,33.7993,115,245,-118.1548,11,4,0,Jan-00,13,27,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,CHI,0
Jump Shot,Jump Shot,33.8603,-132,184,-118.4018,10,4,0,Jan-00,52,22,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,CHI,0
Driving Layup Shot,Layup,34.0443,0,0,-118.2698,10,4,0,Jan-00,12,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,CHI,0
Layup Shot,Layup,34.0443,0,0,-118.2698,10,4,0,Jan-00,8,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,CHI,0
Running Jump Shot,Jump Shot,33.9683,-25,76,-118.2948,2,4,0,Jan-00,20,8,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,CHI,1
Jump Shot,Jump Shot,33.9363,-145,108,-118.4148,1,4,0,Jan-00,37,18,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,CHI,0
Jump Shot,Jump Shot,34.0733,-208,-29,-118.4778,0,4,0,Jan-00,31,21,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,CHI,0
Jump Shot,Jump Shot,33.8963,-105,148,-118.3748,10,1,0,Jan-00,5,18,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,GSW,1
Jump Shot,Jump Shot,33.8693,-48,175,-118.3178,8,1,0,Jan-00,0,18,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,GSW,0
Jump Shot,Jump Shot,33.7973,-77,247,-118.3468,4,1,0,Jan-00,58,25,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,GSW,0
Driving Layup Shot,Layup,34.0443,0,0,-118.2698,2,1,0,Jan-00,36,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,GSW,1
Layup Shot,Layup,34.0443,0,0,-118.2698,2,1,0,Jan-00,20,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,GSW,0
Slam Dunk Shot,Dunk,34.0443,0,0,-118.2698,2,1,0,Jan-00,8,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,GSW,1
Jump Shot,Jump Shot,33.8183,142,226,-118.1278,1,1,0,Jan-00,43,26,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,GSW,1
Alley Oop Dunk Shot,Dunk,34.0443,0,0,-118.2698,10,2,0,Jan-00,17,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,GSW,1
Jump Shot,Jump Shot,33.8733,-63,171,-118.3328,9,2,0,Jan-00,16,18,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,GSW,1
Alley Oop Dunk Shot,Dunk,34.0443,0,0,-118.2698,3,2,0,Jan-00,34,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,GSW,1
Jump Shot,Jump Shot,33.8693,64,175,-118.2058,2,2,0,Jan-00,30,18,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,GSW,1
Driving Dunk Shot,Dunk,34.0443,0,0,-118.2698,9,3,0,Jan-00,52,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,GSW,1
Driving Layup Shot,Layup,34.0443,0,0,-118.2698,9,3,0,Jan-00,12,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,GSW,1
Jump Shot,Jump Shot,33.8083,115,236,-118.1548,6,3,0,Jan-00,31,26,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,GSW,1
Dunk Shot,Dunk,34.0443,0,0,-118.2698,6,3,0,Jan-00,9,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,GSW,0
Turnaround Jump Shot,Jump Shot,34.0373,163,7,-118.1068,5,3,0,Jan-00,20,16,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,GSW,0
Layup Shot,Layup,34.0443,0,0,-118.2698,2,3,0,Jan-00,6,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,GSW,0
Driving Layup Shot,Layup,34.0443,0,0,-118.2698,2,3,0,Jan-00,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,GSW,1
Layup Shot,Layup,34.0443,0,0,-118.2698,1,3,0,Jan-00,26,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,GSW,1
Jump Shot,Jump Shot,34.0043,64,40,-118.2058,10,1,0,Jan-00,33,7,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,MIN,0
Running Jump Shot,Jump Shot,34.0463,-105,-2,-118.3748,7,1,0,Jan-00,33,10,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,MIN,1
Jump Shot,Jump Shot,33.8903,106,154,-118.1638,6,1,0,Jan-00,22,18,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,MIN,
Reverse Layup Shot,Layup,34.0443,0,0,-118.2698,5,1,0,Jan-00,52,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,MIN,1
Jump Shot,Jump Shot,33.9493,64,95,-118.2058,3,1,0,Jan-00,56,11,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,MIN,1
Jump Shot,Jump Shot,33.8903,106,154,-118.1638,3,1,0,Jan-00,25,18,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,MIN,
Jump Shot,Jump Shot,34.0423,-132,2,-118.4018,1,1,0,Jan-00,4,13,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,MIN,1
Jump Shot,Jump Shot,34.0273,73,17,-118.1968,10,3,0,Jan-00,53,7,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,MIN,0
Dunk Shot,Dunk,34.0443,0,0,-118.2698,9,3,0,Jan-00,45,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,MIN,1
Jump Shot,Jump Shot,33.9073,115,137,-118.1548,9,3,0,Jan-00,18,17,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,MIN,
Jump Shot,Jump Shot,33.8903,-132,154,-118.4018,6,3,0,Jan-00,24,20,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,MIN,0
Layup Shot,Layup,34.0443,0,0,-118.2698,5,3,0,Jan-00,58,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,MIN,1
Turnaround Jump Shot,Jump Shot,34.0633,-141,-19,-118.4108,3,3,0,Jan-00,12,14,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,MIN,
Jump Shot,Jump Shot,34.0213,235,23,-118.0348,2,3,0,Jan-00,42,23,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,MIN,0
Jump Shot,Jump Shot,33.8693,28,175,-118.2418,0,3,0,Jan-00,21,17,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,MIN,1
Jump Shot,Jump Shot,33.8733,184,171,-118.0858,11,4,0,Jan-00,38,25,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,MIN,1
Running Jump Shot,Jump Shot,33.9833,127,61,-118.1428,9,4,0,Jan-00,50,14,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,MIN,0
Turnaround Jump Shot,Jump Shot,33.9553,28,89,-118.2418,9,4,0,Jan-00,36,9,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,MIN,1
Jump Shot,Jump Shot,33.8313,-84,213,-118.3538,7,4,0,Jan-00,30,22,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,MIN,1
Running Jump Shot,Jump Shot,33.9003,-119,144,-118.3888,5,4,0,Jan-00,24,18,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,MIN,1
Running Jump Shot,Jump Shot,33.9343,0,110,-118.2698,10,1,0,Jan-00,25,11,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,LAC,0
Driving Layup Shot,Layup,34.0443,0,0,-118.2698,7,1,0,Jan-00,14,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,LAC,1
Jump Shot,Jump Shot,33.9643,127,80,-118.1428,6,1,0,Jan-00,17,15,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,LAC,0
Jump Shot,Jump Shot,33.8253,-143,219,-118.4128,5,1,0,Jan-00,44,26,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,LAC,1
Alley Oop Dunk Shot,Dunk,34.0443,0,0,-118.2698,5,1,0,Jan-00,17,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,LAC,
Jump Shot,Jump Shot,33.9033,77,141,-118.1928,7,2,0,Jan-00,18,16,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,LAC,1
Running Jump Shot,Jump Shot,33.9743,-6,70,-118.2758,6,2,0,Jan-00,35,7,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,LAC,1
Jump Shot,Jump Shot,33.9033,98,141,-118.1718,2,2,0,Jan-00,38,17,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,LAC,
Driving Layup Shot,Layup,34.0443,0,0,-118.2698,2,2,0,Jan-00,8,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,LAC,1
Layup Shot,Layup,34.0443,0,0,-118.2698,1,2,0,Jan-00,39,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,LAC,1
Jump Shot,Jump Shot,33.8293,144,215,-118.1258,0,2,0,Jan-00,36,25,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,LAC,1
Jump Shot,Jump Shot,33.8673,-63,177,-118.3328,11,3,0,Jan-00,24,18,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,LAC,0
Jump Shot,Jump Shot,33.7853,100,259,-118.1698,7,3,0,Jan-00,20,27,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,LAC,0
Turnaround Jump Shot,Jump Shot,33.9663,-48,78,-118.3178,4,3,0,Jan-00,53,9,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.,LAC,1
Jump Shot,Jump Shot,33.8463,153,198,-118.1168,3,3,0,Jan-00,42,25,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,LAC,0
Alley Oop Layup shot,Layup,34.0233,-56,21,-118.3258,2,3,0,Jan-00,15,5,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,LAC,1
Driving Layup Shot,Layup,34.0443,0,0,-118.2698,0,3,0,Jan-00,54,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,LAC,0
Jump Shot,Jump Shot,34.0333,201,11,-118.0688,11,4,0,Jan-00,7,20,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,LAC,1
Jump Shot,Jump Shot,33.9283,51,116,-118.2188,10,4,0,Jan-00,39,12,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,LAC,
Jump Shot,Jump Shot,34.0103,243,34,-118.0268,9,1,0,Jan-00,42,24,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,IND,1
Jump Shot,Jump Shot,33.8123,123,232,-118.1468,5,1,0,Jan-00,0,26,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,IND,1
Jump Shot,Jump Shot,33.9073,-157,137,-118.4268,3,1,0,Jan-00,30,20,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,IND,1
Jump Shot,Jump Shot,33.9343,138,110,-118.1318,11,2,0,Jan-00,8,17,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,IND,0
Jump Shot,Jump Shot,33.9073,102,137,-118.1678,8,2,0,Jan-00,40,17,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,IND,0
Running Jump Shot,Jump Shot,33.9383,-65,106,-118.3348,8,2,0,Jan-00,11,12,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.,IND,
Turnaround Jump Shot,Jump Shot,33.9383,-115,106,-118.3848,6,2,0,Jan-00,11,15,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,IND,
Running Jump Shot,Jump Shot,33.9893,-86,55,-118.3558,5,2,0,Jan-00,47,10,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,IND,
Jump Shot,Jump Shot,34.0273,186,17,-118.0838,3,2,0,Jan-00,47,18,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,IND,0
Driving Layup Shot,Layup,34.0443,0,0,-118.2698,2,2,0,Jan-00,54,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,IND,1
Slam Dunk Shot,Dunk,34.0443,0,0,-118.2698,8,3,0,Jan-00,22,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,IND,1
Jump Shot,Jump Shot,33.7993,142,245,-118.1278,7,3,0,Jan-00,22,28,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,IND,0
Jump Shot,Jump Shot,33.9743,-33,70,-118.3028,6,3,0,Jan-00,52,7,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,IND,0
Jump Shot,Jump Shot,34.0023,-12,42,-118.2818,6,3,0,Jan-00,48,4,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,IND,0
Jump Shot,Jump Shot,33.9403,121,104,-118.1488,4,3,0,Jan-00,58,15,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,IND,0
Driving Layup Shot,Layup,34.0443,0,0,-118.2698,4,3,0,Jan-00,3,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,IND,1
Jump Shot,Jump Shot,33.8813,79,163,-118.1908,3,3,0,Jan-00,18,18,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,IND,0
Jump Shot,Jump Shot,34.0443,-94,0,-118.3638,2,3,0,Jan-00,57,9,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,IND,0
Running Jump Shot,Jump Shot,33.9093,-124,135,-118.3938,2,3,0,Jan-00,19,18,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,IND,1
Running Dunk Shot,Dunk,34.0443,0,0,-118.2698,1,3,0,Jan-00,15,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,IND,0
Jump Shot,Jump Shot,33.6353,108,409,-118.1618,0,3,0,Jan-00,0,42,3PT Field Goal,Back Court(BC),Above the Break 3,Back Court Shot,IND,0
Jump Shot,Jump Shot,33.9093,-67,135,-118.3368,10,4,0,Jan-00,32,15,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,IND,0
Jump Shot,Jump Shot,33.8203,-160,224,-118.4298,10,4,0,Jan-00,6,27,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,IND,1
Jump Shot,Jump Shot,33.8273,-117,217,-118.3868,9,4,0,Jan-00,23,24,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,IND,
Jump Shot,Jump Shot,34.0353,-134,9,-118.4038,10,1,0,Jan-00,59,13,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,SEA,1
Jump Shot,Jump Shot,34.0293,-122,15,-118.3918,8,1,0,Jan-00,37,12,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,SEA,0
Jump Shot,Jump Shot,33.9283,-101,116,-118.3708,7,1,0,Jan-00,10,15,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,SEA,0
Running Jump Shot,Jump Shot,34.0253,-29,19,-118.2988,0,1,0,Jan-00,48,3,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,SEA,1
Jump Shot,Jump Shot,33.7993,-50,245,-118.3198,0,1,0,Jan-00,24,25,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,SEA,0
Jump Shot,Jump Shot,33.5783,-150,466,-118.4198,0,1,0,Jan-00,0,48,3PT Field Goal,Back Court(BC),Backcourt,Back Court Shot,SEA,0
Layup Shot,Layup,34.0313,-29,13,-118.2988,11,2,0,Jan-00,48,3,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,SEA,0
Jump Shot,Jump Shot,34.0253,-35,19,-118.3048,9,2,0,Jan-00,0,3,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,SEA,0
Jump Shot,Jump Shot,34.0253,-35,19,-118.3048,1,2,0,Jan-00,54,3,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,SEA,0
Jump Shot,Jump Shot,33.8603,167,184,-118.1028,0,2,0,Jan-00,28,24,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,SEA,
Jump Shot,Jump Shot,34.0253,129,19,-118.1408,10,3,0,Jan-00,59,13,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,SEA,
